312,89,299,84,280,44,-0.724716019562308
268,31,280,44,299,84,-0.954752121917753
355,74,312,89,299,84,-0.7630273773034288
280,44,299,84,312,89,-0.724716019562308
299,84,312,89,355,74,-0.7630273773034288
399,85,355,74,312,89,-0.8361242428632594
574,72,584,80,600,84,-0.9090648228942843
614,92,600,84,584,80,-0.962650940153899
518,159,530,140,532,114,-0.8839538960772871
535,87,532,114,530,140,-0.9994259471398347
479,124,489,129,499,151,-0.7772448707074855
518,159,499,151,489,129,-0.7346495160018858
397,159,427,156,445,151,-0.9853677133350444
462,156,445,151,427,156,-0.8488457574616127
371,188,397,159,427,156,-0.7383195452262895
445,151,427,156,397,159,-0.9853677133350444
620,183,570,168,548,171,-0.9102186854507096
518,159,548,171,570,168,-0.8697829311647803
712,19,657,16,646,8,-0.8395701571521511
612,2,646,8,657,16,-0.8986456141208863
215,188,264,176,274,171,-0.9751328557914597
306,168,274,171,264,176,-0.9322655580187211
441,37,432,25,395,8,-0.8792062436185566
394,7,395,8,432,25,-0.9377487607237035
661,105,665,106,705,132,-0.9455888763979723
734,167,705,132,665,106,-0.9545947861865001
177,170,215,188,264,176,-0.775969778449695
274,171,264,176,215,188,-0.9751328557914597
712,19,744,18,767,9,-0.942170327504315
785,8,767,9,744,18,-0.9500222337611922
809,28,785,8,767,9,-0.7315274489552881
744,18,767,9,785,8,-0.9500222337611922
890,23,862,14,829,11,-0.9758235459917783
809,28,829,11,862,14,-0.7001748574106745
948,46,935,46,918,34,-0.8169678632647616
890,23,918,34,935,46,-0.9712596381648724
1003,88,998,79,978,71,-0.775562003711193
954,62,978,71,998,79,-0.9997637888239164
995,116,1003,88,998,79,-0.7071067811865475
978,71,998,79,1003,88,-0.775562003711193
967,135,995,116,1003,88,-0.767222138414228
998,79,1003,88,995,116,-0.7071067811865475
931,131,967,135,995,116,-0.7604072544842506
1003,88,995,116,967,135,-0.767222138414228
51,115,66,89,64,67,-0.8173855955451712
53,48,64,67,66,89,-0.9072338509570876
53,48,31,54,15,62,-0.9805806756909202
5,84,15,62,31,54,-0.7772448707074855
64,67,66,89,51,115,-0.8173855955451712
37,128,51,115,66,89,-0.9555902958195481
685,896,679,878,649,852,-0.8602915336341743
628,829,649,852,679,878,-0.9931946994026677
685,896,675,916,660,939,-0.9934800715262958
664,969,660,939,675,916,-0.7580662114509231
783,921,742,914,711,908,-0.9997561753060381
685,896,711,908,742,914,-0.9710464627001933
445,992,469,999,492,997,-0.9321346720856998
510,995,492,997,469,999,-0.9997139571678161
340,982,364,973,371,975,-0.8038418992031009
403,990,371,975,364,973,-0.9872214037257898
587,918,570,913,529,904,-0.997553344916707
507,901,529,904,570,913,-0.9967570184057014
608,918,587,918,570,913,-0.9593655015712707
529,904,570,913,587,918,-0.997553344916707
235,934,244,942,274,961,-0.9868949043005144
317,965,274,961,244,942,-0.8907457071347019
