593,188,552,163,545,147,-0.8191758980168516
532,139,545,147,552,163,-0.8215163942104374
757,142,744,151,696,144,-0.731445366853795
677,120,696,144,744,151,-0.7273492518467487
854,274,851,249,827,225,-0.7863183388224226
796,199,827,225,851,249,-0.996174723949222
350,142,334,190,328,245,-0.9773822453765274
314,267,328,245,334,190,-0.896908531677377
769,477,757,463,748,444,-0.9647638212377321
754,419,748,444,757,463,-0.7788794246732714
680,638,681,606,668,584,-0.8446164274823675
647,560,668,584,681,606,-0.982913837182172
749,624,752,599,757,565,-0.9996466840453728
774,547,757,565,752,599,-0.8191767017841142
671,680,661,694,664,730,-0.7626534343662302
650,764,664,730,661,694,-0.8898644864953584
858,705,840,679,828,657,-0.9943662962963855
830,616,828,657,840,679,-0.8535220425668895
935,533,910,516,862,510,-0.8902868479339158
847,512,862,510,910,516,-0.9671806246848992
952,548,935,533,910,516,-0.9920972717701964
862,510,910,516,935,533,-0.8902868479339158
965,525,972,493,973,485,-0.9958621106686818
981,472,973,485,972,493,-0.9100879912762844
896,886,856,918,837,944,-0.9650987871852845
828,975,837,944,856,918,-0.9398776580222422
797,987,774,962,752,944,-0.9900321716719536
721,926,752,944,774,962,-0.9872809029387467
639,912,616,917,591,912,-0.9165393783696333
571,885,591,912,616,917,-0.7412591649036953
434,458,402,453,392,456,-0.9019840259146618
373,447,392,456,402,453,-0.7426141510405995
361,901,388,901,440,903,-0.9992611746313143
474,890,440,903,388,901,-0.9196358258118912
265,666,237,686,228,714,-0.8023652739291338
207,745,228,714,237,686,-0.9598269210063288
282,661,265,666,237,686,-0.9446736642347864
228,714,237,686,265,666,-0.8023652739291338
149,846,149,805,122,773,-0.7642914835078909
92,766,122,773,149,805,-0.8016715555761387
393,980,358,985,330,987,-0.9975095892825593
313,997,330,987,358,985,-0.8958674698930322
403,968,393,980,358,985,-0.742393117548652
330,987,358,985,393,980,-0.9975095892825593
2,935,9,912,12,865,-0.9732779948810311
19,841,12,865,9,912,-0.9758863627321762
5,721,13,702,22,643,-0.9696143204946525
36,598,22,643,13,702,-0.9887346450910002
385,317,415,290,440,280,-0.9385785533962561
484,249,440,280,415,290,-0.972917156329172
184,161,185,128,193,68,-0.9947762283052737
195,56,193,68,185,128,-0.9994687601077146
99,91,66,69,22,40,-0.999986149872232
3,40,22,40,66,69,-0.8349582046168347
